Date,Time,Username,Mac Address,Access Point
18/10/2021,10:3:9,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:3:9,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:3:9,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:3:9,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:3:9,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:3:9,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:3:39,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:3:39,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:3:39,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:3:39,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:3:39,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:3:39,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:3:39,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:4:10,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:4:10,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:4:10,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:4:10,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:4:10,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:4:10,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:4:10,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:4:41,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:4:41,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:4:41,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:4:41,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:4:41,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:4:41,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:4:41,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:5:11,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:5:11,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:5:11,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:5:11,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:5:11,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:5:11,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:5:11,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:5:42,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:5:42,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:5:42,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:5:42,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:5:42,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:5:42,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:5:42,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:6:12,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:6:12,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:6:12,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:6:12,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:6:12,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:6:12,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:6:12,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:6:43,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:6:43,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:6:43,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:6:43,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:6:43,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:6:43,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:6:43,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:7:13,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:7:13,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:7:13,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:7:13,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:7:13,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:7:13,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:7:13,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:7:44,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:7:44,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:7:44,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:7:44,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:7:44,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:7:44,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:7:44,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:8:14,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:8:14,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:8:14,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:8:14,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:8:14,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:8:14,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:8:14,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:8:45,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:8:45,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:8:45,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:8:45,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:8:45,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:8:45,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:8:45,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:9:15,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:9:15,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:9:15,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:9:15,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:9:15,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:9:15,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:9:15,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:9:45,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:9:45,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:9:45,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:9:45,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:9:45,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:9:45,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:10:16,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:10:16,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:10:16,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:10:16,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:10:16,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:10:16,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:10:16,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:10:47,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:10:47,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:10:47,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:10:47,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:10:47,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:10:47,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:11:17,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:11:17,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:11:17,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:11:17,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:11:17,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:11:17,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:11:17,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:11:48,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:11:48,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:11:48,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:11:48,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:11:48,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:11:48,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:12:18,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:12:18,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:12:18,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:12:18,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:12:18,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:12:18,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:12:49,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:12:49,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:12:49,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:12:49,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:12:49,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:12:49,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:13:19,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:13:19,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:13:19,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:13:19,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:13:19,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:13:19,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:13:50,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:13:50,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:13:50,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:13:50,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:13:50,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:13:50,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:14:20,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:14:20,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:14:20,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:14:20,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:14:20,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:14:20,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:14:51,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:14:51,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:14:51,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:14:51,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:14:51,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:14:51,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:14:51,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:15:21,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:15:21,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:15:21,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:15:21,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:15:21,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:15:21,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:15:21,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:15:52,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:15:52,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:15:52,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:15:52,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:15:52,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:15:52,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:15:52,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:16:22,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:16:22,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:16:22,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:16:22,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:16:22,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:16:22,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:16:22,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:16:53,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:16:53,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:16:53,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:16:53,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:16:53,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:16:53,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:16:53,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:17:23,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:17:23,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:17:23,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:17:23,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:17:23,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:17:23,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:17:23,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:17:54,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:17:54,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:17:54,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:17:54,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:17:54,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:17:54,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:17:54,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:18:25,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:18:25,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:18:25,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:18:25,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:18:25,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:18:25,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:18:25,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:18:55,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:18:55,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:18:55,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:18:55,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:18:55,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:18:55,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:18:55,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:19:26,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:19:26,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:19:26,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:19:26,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:19:26,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:19:26,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:19:26,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:19:56,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:19:56,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:19:56,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:19:56,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:19:56,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:19:56,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:19:56,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:20:27,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:20:27,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:20:27,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:20:27,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:20:27,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:20:27,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:20:27,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:20:57,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:20:57,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:20:57,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:20:57,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:20:57,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:20:57,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:20:57,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:21:28,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:21:28,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:21:28,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:21:28,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:21:28,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:21:28,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:21:28,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:21:58,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:21:58,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:21:58,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:21:58,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:21:58,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:21:58,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:21:58,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:22:29,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:22:29,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:22:29,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:22:29,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:22:29,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:22:29,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:22:29,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:22:59,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:22:59,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:22:59,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:22:59,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:22:59,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:22:59,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:22:59,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:23:30,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:23:30,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:23:30,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:23:30,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:23:30,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:23:30,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:23:30,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:24:0,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:24:0,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:24:0,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:24:0,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:24:0,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:24:0,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:24:0,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:24:31,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:24:31,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:24:31,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:24:31,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:24:31,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:24:31,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:24:31,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:25:2,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:25:2,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:25:2,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:25:2,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:25:2,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:25:2,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:25:2,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:25:33,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:25:33,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:25:33,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:25:33,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:25:33,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:25:33,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
18/10/2021,10:25:33,oscar.moreno,e0:dc:ff:03:1a:bd,Domo_Teleco2
18/10/2021,10:26:4,N/A,3c:61:05:12:96:30,Domo_Teleco1
18/10/2021,10:26:4,ivaleriano,9c:5a:81:cb:00:23,Admin_Tec
18/10/2021,10:26:4,caril.martinez,9c:b6:d0:10:22:6d,Domo_Teleco2
18/10/2021,10:26:4,patricio.mendoza,ac:29:3a:9e:d7:8f,Domo_Teleco2
18/10/2021,10:26:4,N/A,ac:af:b9:20:cb:96,Domo_Teleco1
18/10/2021,10:26:4,fernando.campana,ac:af:b9:33:65:e8,Domo_Teleco1
